STEP 0; UNIT Opportunity; POSITION [13,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 76; UNIT Opportunity; POSITION [6,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 76; UNIT roverlyDope; POSITION [8,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 77; UNIT Opportunity; POSITION [5,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 77; UNIT roverlyDope; POSITION [9,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 78; UNIT Opportunity; POSITION [5,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 78; UNIT roverlyDope; POSITION [8,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 79; UNIT Opportunity; POSITION [5,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 79; UNIT roverlyDope; POSITION [9,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 80; UNIT Opportunity; POSITION [5,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 80; UNIT roverlyDope; POSITION [10,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 81; UNIT Opportunity; POSITION [6,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 81; UNIT roverlyDope; POSITION [11,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 82; UNIT Opportunity; POSITION [6,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 82; UNIT roverlyDope; POSITION [11,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 83; UNIT Opportunity; POSITION [5,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 83; UNIT roverlyDope; POSITION [10,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 84; UNIT Opportunity; POSITION [6,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 84; UNIT roverlyDope; POSITION [9,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 85; UNIT Opportunity; POSITION [5,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 85; UNIT roverlyDope; POSITION [10,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 86; UNIT Opportunity; POSITION [6,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 86; UNIT roverlyDope; POSITION [9,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 87; UNIT Opportunity; POSITION [7,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 87; UNIT roverlyDope; POSITION [9,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 88; UNIT Opportunity; POSITION [6,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 88; UNIT roverlyDope; POSITION [10,8]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 89; UNIT Opportunity; POSITION [7,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 89; UNIT roverlyDope; POSITION [11,8]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 90; UNIT Opportunity; POSITION [7,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 90; UNIT roverlyDope; POSITION [11,7]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 91; UNIT Opportunity; POSITION [7,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 91; UNIT roverlyDope; POSITION [10,8]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 92; UNIT Opportunity; POSITION [8,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 92; UNIT roverlyDope; POSITION [9,8]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 93; UNIT Opportunity; POSITION [7,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 93; UNIT roverlyDope; POSITION [10,7]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 94; UNIT Opportunity; POSITION [7,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 94; UNIT roverlyDope; POSITION [10,7]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 95; UNIT Opportunity; POSITION [8,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 95; UNIT roverlyDope; POSITION [10,6]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 96; UNIT Opportunity; POSITION [7,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 96; UNIT roverlyDope; POSITION [9,5]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 97; UNIT Opportunity; POSITION [8,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 97; UNIT roverlyDope; POSITION [9,6]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 98; UNIT Opportunity; POSITION [9,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 98; UNIT roverlyDope; POSITION [8,7]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 99; UNIT Opportunity; POSITION [10,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 99; UNIT roverlyDope; POSITION [7,7]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 0; UNIT Opportunity; POSITION [13,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 0; UNIT roverlyDope; POSITION [13,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 1; UNIT Opportunity; POSITION [13,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 1; UNIT roverlyDope; POSITION [13,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 2; UNIT Opportunity; POSITION [14,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 2; UNIT roverlyDope; POSITION [14,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 3; UNIT Opportunity; POSITION [14,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 3; UNIT roverlyDope; POSITION [13,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 4; UNIT Opportunity; POSITION [15,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 4; UNIT roverlyDope; POSITION [13,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 5; UNIT Opportunity; POSITION [14,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 5; UNIT roverlyDope; POSITION [13,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 6; UNIT Opportunity; POSITION [13,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 6; UNIT roverlyDope; POSITION [12,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 7; UNIT Opportunity; POSITION [12,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 7; UNIT roverlyDope; POSITION [11,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 8; UNIT Opportunity; POSITION [11,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 8; UNIT roverlyDope; POSITION [10,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 9; UNIT Opportunity; POSITION [11,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 9; UNIT roverlyDope; POSITION [9,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 10; UNIT Opportunity; POSITION [12,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 10; UNIT roverlyDope; POSITION [9,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 11; UNIT Opportunity; POSITION [12,8]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 11; UNIT roverlyDope; POSITION [9,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 12; UNIT Opportunity; POSITION [13,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 12; UNIT roverlyDope; POSITION [8,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 13; UNIT Opportunity; POSITION [13,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 13; UNIT roverlyDope; POSITION [7,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 14; UNIT Opportunity; POSITION [13,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 14; UNIT roverlyDope; POSITION [6,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 15; UNIT Opportunity; POSITION [14,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 15; UNIT roverlyDope; POSITION [6,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 16; UNIT Opportunity; POSITION [15,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 16; UNIT roverlyDope; POSITION [7,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 17; UNIT Opportunity; POSITION [14,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 17; UNIT roverlyDope; POSITION [7,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 18; UNIT Opportunity; POSITION [15,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 18; UNIT roverlyDope; POSITION [8,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 19; UNIT Opportunity; POSITION [15,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 19; UNIT roverlyDope; POSITION [7,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 20; UNIT Opportunity; POSITION [16,9]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 20; UNIT roverlyDope; POSITION [6,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 21; UNIT Opportunity; POSITION [15,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 21; UNIT roverlyDope; POSITION [5,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 22; UNIT Opportunity; POSITION [14,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 22; UNIT roverlyDope; POSITION [4,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 23; UNIT Opportunity; POSITION [15,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 23; UNIT roverlyDope; POSITION [5,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 24; UNIT Opportunity; POSITION [15,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 24; UNIT roverlyDope; POSITION [4,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 25; UNIT Opportunity; POSITION [16,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 25; UNIT roverlyDope; POSITION [3,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 26; UNIT Opportunity; POSITION [16,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 26; UNIT roverlyDope; POSITION [3,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 27; UNIT Opportunity; POSITION [16,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 27; UNIT roverlyDope; POSITION [3,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 28; UNIT Opportunity; POSITION [16,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 28; UNIT roverlyDope; POSITION [3,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 29; UNIT Opportunity; POSITION [16,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 29; UNIT roverlyDope; POSITION [4,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 30; UNIT Opportunity; POSITION [15,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 30; UNIT roverlyDope; POSITION [3,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 31; UNIT Opportunity; POSITION [15,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 31; UNIT roverlyDope; POSITION [4,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 32; UNIT Opportunity; POSITION [15,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 32; UNIT roverlyDope; POSITION [5,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 33; UNIT Opportunity; POSITION [15,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 33; UNIT roverlyDope; POSITION [4,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
